"DBN","School Name","Budget","Total Enrollment","Budget Per Student","School Type","School Category","Street Address","City","State","Zip Code","Borough","Latitude","Longitude","Coordinates","Report Type","Report Grade","FL Percent","FRL Percent","Pre-K Demographics","K Demographics","Grade 1 Demographics","Grade 2 Demographics","Grade 3 Demographics","Grade 4 Demographics","Grade 5 Demographics","Grade 6 Demographics","Grade 7 Demographics","Grade 8 Demographics","Grade 9 Demographics","Grade 10 Demographics","Grade 11 Demographics","Grade 12 Demographics","Number of English Language Learners","Percent of English Language Learners","Number of Special Education Students","Percent of Special Education Students","Number of Collaborative Team Teaching Students","Number of Self-Contained Classroom Students","Number of Asian Students","Percent of Asian Students","Number of Black Students","Percent of Black Students","Number of Hispanic Students","Percent of Hispanic Students","Number of White Students","Percent of White Students","Number of Male Students","Percent of Male Students","Number of Female Students","Percent of Female Students","Number of Students in Cohort","Number of Graduation Students in Cohort","Percent of Graduation Students in Cohort","Number of Regents in Cohort","Total Regents - % of cohort","Total Regents - % of grads","Advanced Regents - n","Advanced Regents - % of cohort","Advanced Regents - % of grads","Regents without Advanced - n","Regents without Advanced - % of cohort","Regents without Advanced - % of grads","Local - n","Local - % of cohort","Local - % of grads","Still Enrolled - n","Still Enrolled - % of cohort","Dropped Out - n","Dropped Out - % of cohort","Number of Students Tested for ELA","ELA Mean Scale Score","Number of Students Scoring Level 1 in ELA","Percent of Students Scoring Level 1 in ELA","Number of Students Scoring Level 2 in ELA","Percent of Students Scoring Level 2 in ELA","Number of Students Scoring Level 3 in ELA","Percent of Students Scoring Level 3 in ELA","Number of Students Scoring Level 4 in ELA","Percent of Students Scoring Level 4 in ELA","Number of Students Tested for Math","Math Mean Scale Score","Number of Students Scoring Level 1 in Math","Percent of Students Scoring Level 1 in Math","Number of Students Scoring Level 2 in Math","Percent of Students Scoring Level 2 in Math","Number of Students Scoring Level 3 in Math","Percent of Students Scoring Level 3 in Math","Number of Students Scoring Level 4 in Math","Percent of Students Scoring Level 4 in Math"
"Q499","The Queens College School for Math, Science and Technology","3105995","484","6417.3450","General Academic","K-8","148-20 REEVES AVENUE","QUEENS","NY","11367","Q","40.73697800000000","-73.82151390000000","[-73.8215139,40.736978]","EMS","A","0","52","18","40","48","48","52","58","53","57","58","52","0","0","0","0","12","3","42","9","2","21","180","37","181","37","78","16","33","7","244","50","240","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"305","0","12","4","82","26","156","51","55","18","304","0","8","3","52","17","91","29","153","50"
"Q501","Frank Sinatra School of the Arts High School","4716917","725","6506.0924","General Academic","High school","35-12 35TH AVENUE","QUEENS","NY","11106","Q","40.75643390000000","-73.92494340000000","[-73.9249434,40.7564339]",NULL,NULL,"0","38","0","0","0","0","0","0","0","0","0","0","236","182","136","171","2","0","19","3","0","0","78","11","133","18","208","29","267","37","224","31","501","69","162","156","96","145","90","93","61","38","39","84","52","54","11","7","7","6","4","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q502","Information Technology High School","7298755","982","7432.5407","General Academic","High school","21-16 44TH ROAD","QUEENS","NY","11101","Q","40.74873160000000","-73.94684880000000","[-73.9468488,40.7487316]",NULL,NULL,"0","79","0","0","0","0","0","0","0","0","0","0","280","272","205","225","97","10","152","16","51","52","143","15","159","16","559","57","110","11","700","71","282","29","231","131","57","111","48","85","20","9","15","91","39","70","20","9","15","44","19","44","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q505","Hillcrest High School","19460744","3118","6241.4189","General Academic","High school","160-05 HIGHLAND AVENUE","QUEENS","NY","11432","Q","40.70903530000000","-73.80217510000000","[-73.8021751,40.7090353]",NULL,NULL,"0","76","0","0","0","0","0","0","0","0","0","0","878","883","734","623","406","13","256","8","121","19","933","30","1377","44","701","23","64","2","1312","42","1806","58","869","541","62","322","37","60","55","6","10","267","31","49","219","25","41","190","22","113","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q520","Middle College High School at LaGuardia Community College","3632591","457","7948.7768","General Academic","High school","45-35 VAN DAM STREET","QUEENS","NY","11101","Q","40.74330339999999","-73.93362530000000","[-73.9336253,40.74330339999999]",NULL,NULL,"0","75","0","0","0","0","0","0","0","0","0","0","100","115","114","128","6","1","51","11","29","1","42","9","63","14","294","64","56","12","219","48","238","52","44","31","71","31","71","100","0","0","0","31","71","100","0","0","0","6","14","5","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q525","Townsend Harris High School","7194489","1108","6493.2211","General Academic","High school","149-11 MELBOURNE AVENUE","QUEENS","NY","11367","Q","40.73501700000000","-73.82133900000000","[-73.821339,40.735017]",NULL,NULL,"0","40","0","0","0","0","0","0","0","0","0","0","280","275","274","279","0","0","4","0","0","0","571","52","66","6","133","12","307","28","335","30","773","70","251","250","100","250","100","100","249","99","100","1","0","0","0","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q530","International High School at LaGuardia Community College","4105224","478","8588.3347","General Academic","High school","45-35 VAN DAM STREET","QUEENS","NY","11101","Q","40.74330339999999","-73.93362530000000","[-73.9336253,40.74330339999999]",NULL,NULL,"0","85","0","0","0","0","0","0","0","0","0","0","102","103","110","163","370","77","0","0","0","0","181","38","6","1","234","49","57","12","226","47","252","53","95","68","72","64","67","94","0","0","0","64","67","94","4","4","6","20","21","7","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q540","Queens Academy High School","3275996","423","7744.6714","Transfer School","High school","138-11 35 AVENUE","QUEENS","NY","11354","Q","40.76560200000000","-73.82829300000000","[-73.828293,40.765602]","HST","C","0","68","0","0","0","0","0","0","0","0","0","0","0","127","108","188","34","8","19","5","1","0","47","11","185","44","164","39","27","6","214","51","209","49","56","27","48","17","30","63","1","2","4","16","29","59","10","18","37","2","4","26","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q550","High School for Arts and Business","5824982","764","7624.3220","General Academic","High school","105-25 HORACE HARDING EXPY N","QUEENS","NY","11368","Q","40.73763700000000","-73.85340800000000","[-73.853408,40.737637]",NULL,NULL,"0","81","0","0","0","0","0","0","0","0","0","0","292","212","137","123","108","14","94","12","39","0","57","8","53","7","630","83","19","3","332","44","432","57","172","106","62","92","54","87","26","15","25","66","38","62","14","8","13","47","27","16","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q555","Newcomers High School","6615738","915","7230.3148","General Academic","High school","28-01 41 AVENUE","QUEENS","NY","11101","Q","40.75127190000000","-73.93745040000000","[-73.9374504,40.7512719]",NULL,NULL,"0","87","0","0","0","0","0","0","0","0","0","0","209","387","258","61","818","89","0","0","0","0","354","39","40","4","477","52","38","4","493","54","422","46","232","140","60","120","52","86","41","18","29","79","34","56","20","9","14","64","28","20","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q560","Robert F. Wagner, Jr. Secondary School for Arts and Technology","3684681","551","6687.2613","General Academic","Secondary School","47-07 30 PLACE","QUEENS","NY","11101","Q","40.74220700000000","-73.93643890000000","[-73.9364389,40.742207]","EMS","A","0","76","0","0","0","0","0","0","0","0","49","47","138","130","115","72","18","3","71","13","39","2","108","20","40","7","329","60","70","13","246","45","305","55","86","59","69","44","51","75","3","4","5","41","48","70","15","17","25","18","21","6","7","95","0","0","0","7","7","65","68","23","24","96","0","0","0","8","8","38","39","50","52"
"Q566","Queens High School of Teaching, Liberal Arts and the Sciences","7513204","1193","6297.7402","General Academic","High school","74-20 COMMONWEALTH BLVD","QUEENS","NY","11426","Q","40.74412100000000","-73.72879900000000","[-73.728799,40.744121]",NULL,NULL,"0","44","0","0","0","0","0","0","0","0","0","0","383","297","246","267","29","2","166","14","78","1","283","24","566","47","188","16","143","12","519","44","674","57","269","217","81","151","56","70","35","13","16","116","43","54","66","25","30","41","15","8","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q575","Academy of American Studies","3917118","706","5548.3258","General Academic","High school","28-04 41 AVENUE","QUEENS","NY","11101","Q","40.75133020000000","-73.93745090000000","[-73.9374509,40.7513302]",NULL,NULL,"0","56","0","0","0","0","0","0","0","0","0","0","229","200","152","125","45","6","69","10","26","5","216","31","57","8","233","33","200","28","308","44","398","56","118","91","77","89","75","98","43","36","47","46","39","51","2","2","2","21","18","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q580","Baccalaureate School for Global Education","3052964","424","7200.3868","General Academic","Secondary School","34-12 36 AVENUE","QUEENS","NY","11106","Q","40.75504300000000","-73.92674400000000","[-73.926744,40.755043]","EMS","B","0","47","0","0","0","0","0","0","0","0","77","73","69","66","68","71","2","1","3","1","0","0","102","24","23","5","119","28","175","41","186","44","238","56","65","64","99","62","95","97","23","35","36","39","60","61","2","3","3","1","2","0","0","148","0","0","0","7","5","85","57","56","37","148","0","0","0","4","3","64","43","80","54"
"Q600","Queens Vocational and Technical High School","10116207","1281","7897.1171","Career Technical","High school","37-02 47 AVENUE","QUEENS","NY","11101","Q","40.74222080000000","-73.92837620000000","[-73.9283762,40.7422208]",NULL,NULL,"0","74","0","0","0","0","0","0","0","0","0","0","430","386","308","157","70","6","178","14","63","57","140","11","109","9","900","70","126","10","789","62","492","38","277","192","69","131","47","68","26","9","14","105","38","55","61","22","32","61","22","19","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q610","Aviation Career & Technical Education High School","14555169","2097","6940.9485","Career Technical","High school","45-30 36 STREET","QUEENS","NY","11101","Q","40.74413620000000","-73.92930330000000","[-73.9293033,40.7441362]",NULL,NULL,"0","76","0","0","0","0","0","0","0","0","0","0","626","507","461","503","62","3","97","5","23","40","485","23","150","7","1208","58","207","10","1816","87","281","13","459","285","62","257","56","90","106","23","37","151","33","53","28","6","10","166","36","7","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q620","Thomas A. Edison Career and Technical Education High School","15506151","2599","5966.1989","Career Technical","High school","165-65 84 AVENUE","QUEENS","NY","11432","Q","40.71605900000000","-73.79968500000000","[-73.799685,40.716059]",NULL,NULL,"0","46","0","0","0","0","0","0","0","0","0","0","568","565","636","830","47","2","249","10","29","133","1194","46","681","26","598","23","108","4","1754","68","845","33","624","553","89","524","84","95","199","32","36","325","52","59","29","5","5","37","6","22","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q650","High School for Construction Trades, Engineering and Architecture","5176101","837","6184.1111","Career Technical","High school","94-06 104TH STREET","QUEENS","NY","11416","Q","40.68918000000000","-73.84146100000000","[-73.841461,40.68918]",NULL,NULL,"0","77","0","0","0","0","0","0","0","0","0","0","230","232","199","176","5","1","34","4","0","0","240","29","89","11","329","39","148","18","540","65","297","36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q670","Robert F. Kennedy Community High School","4705210","723","6507.8976","General Academic","High school","75-40 PARSONS BOULEVARD","QUEENS","NY","11366","Q","40.72529710000000","-73.81070609999999","[-73.81070609999999,40.7252971]",NULL,NULL,"0","42","0","0","0","0","0","0","0","0","0","0","240","183","171","129","34","5","104","14","50","1","199","28","89","12","237","33","193","27","376","52","347","48","112","85","76","71","63","84","18","16","21","53","47","62","14","13","17","19","17","7","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q680","Queens Gateway to Health Sciences Secondary School","3509304","640","5483.2875","General Academic","Secondary School","160-20 GOETHALS AVENUE","QUEENS","NY","11432","Q","40.71855000000000","-73.80599099999999","[-73.80599099999999,40.71855]","EMS","B","0","61","0","0","0","0","0","0","0","0","95","92","128","113","97","115","0","0","0","0","0","0","222","35","293","46","107","17","15","2","224","35","416","65","111","105","95","102","92","97","79","71","75","23","21","22","3","3","3","3","3","2","2","185","0","0","0","17","9","126","68","42","22","185","0","0","0","21","11","70","37","94","51"
"Q687","Queens High School for the Sciences at York College","3125905","415","7532.3012","General Academic","High school","94-50 159 STREET","QUEENS","NY","11433","Q","40.70092860000000","-73.79831530000000","[-73.7983153,40.7009286]",NULL,NULL,"0","43","0","0","0","0","0","0","0","0","0","0","103","120","88","104","0","0","2","1","0","0","275","66","60","15","39","9","41","10","219","53","196","47","92","86","94","86","94","100","82","89","95","4","4","5","0","0","0","5","5","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q690","High School for Law Enforcement and Public Safety","3689119","565","6529.4142","General Academic","High school","116-25 GUY R BREWER BOULEVARD","QUEENS","NY","11434","Q","40.68608040000000","-73.78405230000000","[-73.7840523,40.6860804]",NULL,NULL,"0","50","0","0","0","0","0","0","0","0","0","0","169","156","119","121","6","1","54","10","2","24","33","6","454","80","69","12","6","1","274","49","291","52","104","77","74","62","60","81","7","7","9","55","53","71","15","14","20","23","22","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q744","VOYAGES Preparatory","1741936","199","8753.4472","Transfer School","High school","45-10 94TH STREET","QUEENS","NY","11373","Q","40.74320400000000","-73.87148200000000","[-73.871482,40.743204]","HST","B","0","72","0","0","0","0","0","0","0","0","0","0","69","61","60","9","14","7","1","1","1","0","14","7","56","28","114","57","13","7","107","54","92","46","71","3","4","2","3","67","0","0","0","2","3","67","1","1","33","60","85","8","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q792","North Queens Community High School","1677351","205","8182.2000","Transfer School","High school","141-25 77TH ROAD","QUEENS","NY","11367","Q","40.72094840000000","-73.81786430000000","[-73.8178643,40.7209484]","HST","B","0","41","0","0","0","0","0","0","0","0","0","0","54","81","20","50","2","1","12","6","0","0","22","11","80","39","82","40","21","10","114","56","91","44","106","13","12","8","8","62","0","0","0","8","8","62","5","5","39","79","75","7","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q877","The 51 Avenue Academy (The Path To Academic Excellence)","3379586","461","7330.9892","General Academic","Elementary","76-05 51 AVENUE","QUEENS","NY","11373","Q","40.73720700000000","-73.88700500000000","[-73.887005,40.737207]","EMS","A","0","90","0","0","0","0","0","232","229","0","0","0","0","0","0","0","139","30","56","12","39","8","269","58","4","1","166","36","20","4","243","53","218","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"427","0","17","4","148","34","211","49","51","11","448","0","6","1","67","15","161","35","214","48"
"Q896","Young Women's Leadership School, Queens","2169920","370","5864.6486","General Academic","Secondary School","150-91 87 ROAD","QUEENS","NY","11432","Q","40.70838300000000","-73.80415300000000","[-73.804153,40.708383]","EMS","C","0","77","0","0","0","0","0","0","0","0","88","86","83","60","53","0","7","2","24","7","0","0","47","13","253","68","57","15","4","1","0","0","370","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"165","0","2","1","81","49","76","46","6","4","164","0","3","2","53","32","79","48","29","18"
"R001","P.S. 001 Tottenville","3994660","538","7425.0186","General Academic","Elementary","58 SUMMIT STREET","STATEN ISLAND","NY","10307","R","40.50863800000000","-74.24394900000000","[-74.243949,40.508638]","EMS","B","0","26","26","86","92","85","95","78","76","0","0","0","0","0","0","0","20","4","108","20","49","1","7","1","8","2","63","12","456","85","265","49","273","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"249","0","5","2","64","25","135","54","45","18","249","0","0","0","45","18","94","37","110","44"
"R002","I.S. R002 George L. Egbert","6886216","919","7493.1621","General Academic","Junior High-Intermediate-Middle","333 MIDLAND AVENUE","STATEN ISLAND","NY","10306","R","40.57682399999999","-74.09973200000000","[-74.099732,40.57682399999999]","EMS","C","0","58","0","0","0","0","0","0","0","286","304","329","0","0","0","0","54","6","213","23","61","85","57","6","72","8","236","26","552","60","461","50","458","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"895","0","105","11","424","47","328","36","38","4","901","0","100","11","382","42","313","34","106","12"
"R003","P.S. 003 The Margaret Gioiosa School","7343631","922","7964.8926","General Academic","Elementary","80 SOUTH GOFF AVENUE","STATEN ISLAND","NY","10309","R","40.52082499999999","-74.21184500000000","[-74.211845,40.52082499999999]","EMS","C","0","29","48","181","160","151","138","132","112","0","0","0","0","0","0","0","21","2","141","15","14","43","39","4","2","0","55","6","817","89","449","49","473","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"381","0","22","6","108","28","190","49","61","16","380","0","12","3","63","16","155","40","150","40"
"R004","P.S. 004 Maurice Wollin","9384242","792","11848.7904","General Academic","Elementary","200 NEDRA LANE","STATEN ISLAND","NY","10312","R","40.55235980000000","-74.19575970000000","[-74.1957597,40.5523598]","EMS","C","0","42","36","117","122","145","115","131","126","0","0","0","0","0","0","0","30","4","191","24","89","47","53","7","10","1","92","12","628","79","439","55","353","45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"363","0","43","11","128","35","165","45","27","7","366","0","19","5","115","31","140","38","92","25"
"R005","P.S. 005 Huguenot","1849750","204","9067.4020","General Academic","Elementary","348 DEISIUS STREET","STATEN ISLAND","NY","10312","R","40.53016590000000","-74.18758489999999","[-74.18758489999999,40.5301659]","EMS","C","0","20","0","30","35","38","31","31","39","0","0","0","0","0","0","0","3","2","26","13","0","0","7","3","0","0","10","5","186","91","100","49","104","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"103","0","1","1","23","22","53","51","26","25","103","0","1","1","11","10","40","38","51","50"
"R006","P.S. 6 Corporal Allan F. Kivlehan School","7093921","867","8182.1465","General Academic","Elementary","555 PAGE AVENUE","STATEN ISLAND","NY","10307","R","40.51018699999999","-74.23013999999999","[-74.23013999999999,40.51018699999999]","EMS","C","0","29","36","139","122","132","122","159","157","0","0","0","0","0","0","0","30","4","196","23","59","30","17","2","6","1","84","10","754","87","465","54","402","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"435","0","29","7","138","31","220","50","48","11","436","0","7","2","84","19","182","41","163","37"
"R007","I.S. 007 Elias Bernstein","7971733","1159","6878.1130","General Academic","Junior High-Intermediate-Middle","1270 HUGUENOT AVENUE","STATEN ISLAND","NY","10312","R","40.52408459999999","-74.18616089999999","[-74.18616089999999,40.52408459999999]","EMS","B","0","25","0","0","0","0","0","0","0","383","395","381","0","0","0","0","18","2","173","15","59","43","54","5","19","2","94","8","989","85","592","51","567","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1147","0","49","4","346","30","644","56","108","9","1149","0","22","2","190","16","409","35","528","46"
"R008","P.S. 8 Shirlee Solomon","4240068","416","10192.4712","General Academic","Elementary","112 LINDENWOOD ROAD","STATEN ISLAND","NY","10308","R","40.54789770000000","-74.15191580000000","[-74.1519158,40.5478977]","EMS","A","0","32","34","53","65","77","88","49","50","0","0","0","0","0","0","0","17","4","98","24","3","48","13","3","7","2","54","13","341","82","199","48","217","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"188","0","6","3","40","21","100","53","42","22","188","0","1","1","24","12","76","40","87","46"
"R011","P.S. 11 Thomas Dongan School","2964343","288","10292.8576","General Academic","Elementary","50 JEFFERSON STREET","STATEN ISLAND","NY","10304","R","40.59088700000000","-74.09825200000000","[-74.098252,40.590887]","EMS","B","0","70","17","41","48","40","52","41","49","0","0","0","0","0","0","0","28","10","74","26","2","42","10","4","48","17","93","32","129","45","148","51","140","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"145","0","27","18","64","44","51","35","3","2","145","0","12","8","64","44","47","32","22","15"
"R013","P.S. 013 M. L. Lindemeyer","5332723","762","6998.3241","General Academic","Elementary","191 VERMONT AVENUE","STATEN ISLAND","NY","10305","R","40.61332400000000","-74.06896600000000","[-74.068966,40.613324]","EMS","C","0","81","36","125","136","112","103","135","115","0","0","0","0","0","0","0","94","12","96","13","26","13","109","14","159","21","266","35","203","27","390","51","372","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"345","0","28","8","145","42","146","42","26","8","348","0","16","5","118","33","130","37","84","24"
"R014","P.S. 014 Cornelius Vanderbilt","5851545","680","8605.2132","General Academic","Elementary","100 TOMPKINS AVENUE","STATEN ISLAND","NY","10304","R","40.62241800000000","-74.07922900000000","[-74.079229,40.622418]","EMS","C","0","87","18","110","116","133","101","106","96","0","0","0","0","0","0","0","45","7","146","22","30","50","16","2","284","42","316","47","48","7","346","51","334","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"297","0","111","37","128","43","55","18","3","1","303","0","64","21","159","52","72","23","8","3"
"R016","P.S. 016 John J. Driscoll","9587776","1063","9019.5447","General Academic","Elementary","80 MONROE AVENUE","STATEN ISLAND","NY","10301","R","40.63963900000000","-74.07959500000000","[-74.079595,40.639639]","EMS","C","0","82","68","172","184","168","168","137","166","0","0","0","0","0","0","0","314","29","212","20","63","81","61","6","316","30","562","53","115","11","550","52","513","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"477","0","149","31","225","47","85","17","18","4","478","0","98","20","255","53","107","22","18","4"
"R018","P.S. 018 John G. Whittier","6553585","593","11051.5767","General Academic","Elementary","221 BROADWAY","STATEN ISLAND","NY","10310","R","40.63685060000000","-74.11743650000000","[-74.1174365,40.6368506]","EMS","B","0","93","54","98","94","93","84","96","74","0","0","0","0","0","0","0","46","8","183","31","76","73","15","3","248","42","273","46","48","8","305","51","288","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"251","0","48","19","135","53","57","22","11","4","252","0","16","6","103","40","104","41","29","12"
"R019","P.S. 019 The Curtis School","5214859","645","8085.0527","General Academic","Elementary","780 POST AVENUE","STATEN ISLAND","NY","10310","R","40.63056300000000","-74.12688790000000","[-74.1268879,40.630563]","EMS","B","0","85","0","95","110","121","109","122","88","0","0","0","0","0","0","0","111","17","128","20","38","50","42","7","128","20","356","55","112","17","345","54","300","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"310","0","40","12","160","51","101","32","9","3","313","0","12","4","118","37","119","38","64","20"
"R020","P.S. 020 Port Richmond","4286421","513","8355.5965","General Academic","Elementary","161 PARK AVENUE","STATEN ISLAND","NY","10302","R","40.63651210000000","-74.13296330000000","[-74.1329633,40.6365121]","EMS","C","0","95","0","97","108","96","72","76","64","0","0","0","0","0","0","0","181","35","91","18","34","6","2","0","104","20","364","71","37","7","260","51","253","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"205","0","35","17","105","51","57","27","8","4","205","0","16","8","107","52","66","32","16","8"
"R021","P.S. 21 Margaret Emery-Elm Park","4187249","506","8275.1957","General Academic","Elementary","168 HOOKER PLACE","STATEN ISLAND","NY","10303","R","40.63194430000000","-74.14670610000000","[-74.1467061,40.6319443]","EMS","A","0","86","0","74","95","91","83","77","86","0","0","0","0","0","0","0","98","19","78","15","43","11","17","3","153","30","281","56","45","9","239","47","267","53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"227","0","23","10","117","51","80","35","7","3","230","0","7","3","99","43","87","37","37","16"
"R022","P.S. 022 Graniteville","8540831","1196","7141.1630","General Academic","Elementary","1860 FOREST AVENUE","STATEN ISLAND","NY","10303","R","40.62482390000000","-74.15062999999999","[-74.15062999999999,40.6248239]","EMS","B","0","75","36","178","150","201","206","200","225","0","0","0","0","0","0","0","110","9","216","18","60","44","140","12","276","23","504","42","258","22","597","50","599","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"621","0","69","11","269","43","256","41","27","4","624","0","28","5","168","26","282","45","146","23"
"R023","P.S. 023 Richmondtown","4508334","530","8506.2906","General Academic","Elementary","30 NATICK STREET","STATEN ISLAND","NY","10306","R","40.57076500000001","-74.13322200000000","[-74.133222,40.57076500000001]","EMS","B","0","29","29","68","86","92","78","97","80","0","0","0","0","0","0","0","16","3","110","21","2","45","19","4","12","2","66","13","429","81","279","53","251","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"254","0","23","9","57","22","120","47","54","21","254","0","15","6","34","13","86","33","119","47"
